crm_account_id,message_date,answer_date,responder_id,ticket_type
16213,"Sunday, September 15, 2019","Sunday, September 15, 2019",8,مالی و صدور فاکتور
2843,"Saturday, September 14, 2019","Sunday, September 15, 2019",8,سوال کلی تبلیغ‌کننده
16006,"Sunday, September 15, 2019","Sunday, September 15, 2019",8,سوال کلی تبلیغ‌کننده
15637,"Saturday, September 14, 2019","Saturday, September 14, 2019",8,مالی و صدور فاکتور
8644,"Saturday, September 14, 2019","Saturday, September 14, 2019",8,سوال کلی تبلیغ‌کننده
14508,"Saturday, September 14, 2019","Saturday, September 14, 2019",8,مالی و صدور فاکتور
15858,"Saturday, September 14, 2019","Saturday, September 14, 2019",8,گزارش مشکل در پنل تبلیغ‌کننده
15769,"Saturday, September 14, 2019","Saturday, September 14, 2019",8,سوال کلی تبلیغ‌کننده
9535,"Friday, September 13, 2019","Friday, September 13, 2019",8,سوال کلی تبلیغ‌کننده
16262,"Wednesday, September 11, 2019","Friday, September 13, 2019",8,گزارش مشکل در پنل تبلیغ‌کننده
10613,"Thursday, September 12, 2019","Friday, September 13, 2019",8,سوال کلی تبلیغ‌کننده
8644,"Wednesday, September 11, 2019","Wednesday, September 11, 2019",8,سوال کلی تبلیغ‌کننده
19,"Wednesday, September 11, 2019","Wednesday, September 11, 2019",8,سوال و مشکل فنی در مورد کمپین‌ها 
15637,"Wednesday, September 11, 2019","Wednesday, September 11, 2019",8,مالی و صدور فاکتور
14505,"Wednesday, September 11, 2019","Wednesday, September 11, 2019",8,سوال و مشکل فنی در مورد کمپین‌ها 
2921,"Tuesday, September 10, 2019","Wednesday, September 11, 2019",8,سوال کلی تبلیغ‌کننده
16293,"Tuesday, September 10, 2019","Tuesday, September 10, 2019",8,سوال و مشکل فنی در مورد کمپین‌ها 
